@relation R_data_frame

@attribute datasets {1048_jEdit_4.2_4.3,1049_pc4,1050_pc3,1054_mc2,1061_ar4,1063_kc2,1064_ar6,1065_kc3,1066_kc1-binary,1067_kc1,1068_pc1,1071_mw1,1073_jEdit_4.0_4.2,1075_datatrieve,1100_PopularKids,1121_badges2,1167_pc1_req,11_balance-scale,12_mfeat-factors,13_breast-cancer,1442_MegaWatt1,1443_PizzaCutter1,1444_PizzaCutter3,1446_CostaMadre1,1447_CastMetal1,1451_PieChart1,1452_PieChart2,1453_PieChart3,1455_acute-inflammations,1456_appendicitis,1459_artificial-characters,1460_banana,1461_bank-marketing,1462_banknote-authentication,1463_blogger,1464_blood-transfusion-service-center,1465_breast-tissue,1466_cardiotocography,1467_climate-model-simulation-crashes,1473_fertility,1475_first-order-theorem-proving,1479_hill-valley,1480_ilpd,1484_lsvt,1487_ozone-level-8hr,1488_parkinsons,1489_phoneme,1490_planning-relax,1491_one-hundred-plants-margin,1492_one-hundred-plants-shape,1493_one-hundred-plants-texture,1494_qsar-biodeg,1495_qualitative-bankruptcy,1498_sa-heart,1499_seeds,14_mfeat-fourier,1500_seismic-bumps,1501_semeion,1504_steel-plates-fault,1506_thoracic-surgery,1508_user-knowledge,1510_wdbc,1511_wholesale-customers,1512_heart-long-beach,1514_micro-mass,1519_robot-failures-lp4,1520_robot-failures-lp5,1523_vertebra-column,1526_wall-robot-navigation-v3,1527_volcanoes-a1,1528_volcanoes-a2,1529_volcanoes-a3,1530_volcanoes-a4,1531_volcanoes-b1,1533_volcanoes-b3,1535_volcanoes-b5,1536_volcanoes-b6,1539_volcanoes-d2,1540_volcanoes-d3,1547_autoUniv-au1-1000,1548_autoUniv-au4-2500,1549_autoUniv-au6-750,1551_autoUniv-au6-400,1552_autoUniv-au7-1100,1553_autoUniv-au7-700,1554_autoUniv-au7-500,1555_autoUniv-au6-1000,1556_acute-inflammations,1558_bank-marketing,1560_cardiotocography-v2,1565_heart-h-v3,1568_nursery-v3,1570_wilt,15_breast-w,1600_SPECTF,164_molecular-biology-promoters,164_molecular-biology_promoters,173_solar-flare,187_wine,18_mfeat-morphological,210_cloud,21_car,23_cmc,24_mushroom,25_colic,28_optdigits,292_Australian,299_libras_move,29_credit-a,307_vowel,30_page-blocks,310_mammography,311_oil_spill,31_credit-g,329_hayes-roth,333_monks-problems-1,334_monks-problems-2,335_monks-problems-3,336_SPECT,338_grub-damage,35_dermatology,36_segment,377_synthetic_control,37_diabetes,38_sick,3_kr-vs-kp,40474_thyroid-allbp,40475_thyroid-allhyper,40496_LED-display-domain-7digit,40499_texture,40733_yeast_v7,40734_satellite_image_v2,40735_ozone_level_v2,40736_libras_move_v2,40_sonar,43_haberman,444_analcatdata_boxing2,446_prnn_crabs,448_analcatdata_boxing1,450_analcatdata_lawsuit,451_irish,458_analcatdata_authorship,461_analcatdata_creditscore,463_backache,464_prnn_synth,466_schizo,469_analcatdata_dmft,470_profb,475_analcatdata_germangss,481_biomed,48_tae,49_heart-c,50_tic-tac-toe,51_heart-h,53_heart-statlog,54_vehicle,55_hepatitis,566_meta,56_vote,59_ionosphere,61_iris,679_rmftsa_sleepdata,685_visualizing_livestock,694_diggle_table_a2,8_liver-disorders}
@attribute PC1 numeric
@attribute PC2 numeric
@attribute PC3 numeric
@attribute PC4 numeric
@attribute PC5 numeric
@attribute PC6 numeric
@attribute PC7 numeric
@attribute PC8 numeric
@attribute PC9 numeric
@attribute PC10 numeric
@attribute PC11 numeric
@attribute PC12 numeric
@attribute PC13 numeric
@attribute PC14 numeric
@attribute PC15 numeric
@attribute PC16 numeric
@attribute PC17 numeric
@attribute PC18 numeric
@attribute PC19 numeric
@attribute PC20 numeric
@attribute PC21 numeric
@attribute PC22 numeric
@attribute PC23 numeric
@attribute PC24 numeric
@attribute PC25 numeric
@attribute PC26 numeric
@attribute PC27 numeric
@attribute PC28 numeric
@attribute PC29 numeric
@attribute PC30 numeric
@attribute PC31 numeric
@attribute PC32 numeric
@attribute PC33 numeric
@attribute PC34 numeric
@attribute PC35 numeric
@attribute PC36 numeric
@attribute PC37 numeric
@attribute PC38 numeric
@attribute PC39 numeric
@attribute PC40 numeric
@attribute Class {Defaults,Tuning}

@data
1488_parkinsons,-2.062437,-0.882691,-1.51746,-0.991227,-0.584216,1.66447,0.783265,-0.693692,0.050549,-0.092112,-0.266036,-0.750394,-1.446423,0.206238,0.189902,0.599717,0.510329,-0.190389,0.397738,-0.55946,-0.232919,0.443324,0.425899,-0.176354,0.003274,0.255229,-0.089548,0.132545,0.42063,0.301874,0.372851,-0.644108,0.397705,-0.657564,0.244224,-0.516681,0.20499,0.234369,-0.016597,-0.088142,Defaults
1489_phoneme,-1.364084,5.275735,1.616691,2.126842,-2.652883,-0.428249,0.078259,0.7783,-0.505709,1.528552,1.6507,-0.609638,-0.78493,-0.966012,-0.561374,0.12998,0.244377,0.843451,0.787939,-0.525271,-0.06351,0.941565,1.201647,1.766866,0.485803,-0.507017,-0.269827,0.02105,-0.411764,0.047353,-0.475908,-0.084566,0.191111,-0.059238,-0.032576,-0.479982,0.159704,-0.318052,0.062986,-0.151856,Tuning
1491_one-hundred-plants-margin,10.069524,-6.201719,6.709432,-2.159175,0.510194,-2.427503,4.122469,-0.741788,2.582191,-1.74803,5.314373,1.662067,-0.290739,-1.102235,-0.996479,3.111024,1.376559,-0.93062,-2.046874,-0.216672,0.068402,0.264714,-0.160589,-0.10269,-0.153794,-0.130645,-0.822256,0.001629,-0.262158,-0.079775,0.163296,0.439193,-0.204614,0.024845,-0.225686,0.023154,-0.184369,-0.021022,0.056946,-0.156346,Defaults
1492_one-hundred-plants-shape,11.072036,-5.603891,6.869249,-1.650197,1.264755,-1.90026,4.964886,-0.846975,1.880309,-1.385576,4.302633,0.821853,-0.688877,-0.46533,-0.185351,3.169638,0.567069,-0.464502,-1.790258,-0.730686,-0.418657,0.73478,-0.604407,0.598378,0.456972,1.616279,0.183844,-0.684571,0.413548,-0.229992,-0.566014,-0.468625,-0.499628,-0.18821,0.333875,0.508834,0.679658,-0.052261,0.057872,-0.320578,Defaults
1493_one-hundred-plants-texture,8.727886,-10.237481,7.417896,-0.885615,2.5849,-0.8639,4.553023,-2.289098,1.659261,-1.958116,6.378362,-1.461946,-0.91504,-1.372053,0.373305,-0.60582,-1.059262,2.355846,-1.014587,2.224247,0.708554,0.234284,0.308006,-0.112755,-0.21742,-0.222364,0.07754,-0.336664,-0.235509,0.588446,0.34918,-0.276187,0.630211,-0.014865,0.028328,-0.653389,-0.534026,0.123473,-0.072515,0.413428,Defaults
1526_wall-robot-navigation-v3,0.044352,-2.176079,2.448781,0.279687,-2.066206,1.121176,-0.466662,2.795683,-0.568784,-0.016699,-0.274075,-0.620037,-0.250115,0.511834,1.063257,-1.057863,0.772824,-1.129299,0.019847,0.577733,0.969761,0.983306,0.193036,-0.065573,0.679895,-0.534574,-1.06772,-0.380927,-0.910514,1.114538,1.01997,0.354818,-0.217018,0.135891,0.492944,-0.267607,1.258156,0.334963,0.256977,-0.640203,Defaults
1498_sa-heart,-0.251734,1.853093,-2.004501,1.10047,0.046675,1.275143,-0.280121,-0.42975,-0.05696,-1.048209,0.574423,-0.04729,-1.588708,-0.744351,-0.229147,0.298921,-0.134711,-0.483828,0.391179,0.040792,-0.183295,0.740446,0.440535,0.117546,-0.123484,0.527049,0.176139,0.088641,-0.005022,-0.392005,0.363995,0.014032,0.021426,-0.030105,-0.220855,-0.276476,-0.001405,0.184215,-0.192013,0.02233,Defaults
1499_seeds,0.870574,-2.531702,-0.318927,-0.011059,-2.838918,2.348245,1.229517,1.244603,0.299712,0.163827,-0.39188,0.36997,-0.800224,0.21969,1.366131,-0.805923,0.569248,-1.140485,1.1304,0.383546,-0.30488,0.544814,0.125251,-0.25236,-0.505737,0.836746,0.000782,-0.427721,-0.121734,-0.151953,-0.633051,-0.254514,-0.185069,-0.350996,-0.646868,0.264382,-0.230375,-0.207939,0.008043,-0.131063,Defaults
1501_semeion,6.635961,0.70439,0.415594,-4.860182,-3.292234,-0.288057,-5.09499,-0.50114,1.186555,-0.683847,-1.263158,-2.812718,-2.760565,-2.004916,-3.239105,-1.800686,7.202818,5.486795,-0.54021,1.33298,-2.368402,-0.333095,-2.208881,-0.626272,0.257224,0.131247,-0.123399,0.071828,0.709018,-0.362731,-0.262124,0.372382,0.098584,0.259223,0.062712,0.55123,0.335496,-0.021109,-0.009765,0.204189,Defaults
31_credit-g,-0.661445,1.532772,-2.20473,0.585749,0.689022,-1.378349,-0.711912,0.364323,0.561632,-0.930377,0.698661,1.796806,0.454247,-0.758771,1.351745,-0.10066,-0.000172,0.432718,-0.952568,-0.543775,-1.31948,0.310029,-0.07319,0.037368,-1.22124,-0.66338,-0.043855,0.420099,-0.684328,-0.015743,-0.213284,-0.395553,-0.173344,0.246521,0.113845,0.127787,-0.100185,-0.576216,-0.080131,0.069508,Tuning
53_heart-statlog,-0.226212,-0.346203,-2.239913,0.296441,-1.388944,1.265618,-0.658187,0.511504,0.244505,-0.414487,0.045197,-0.41459,-1.53877,-0.685563,-1.595099,0.869217,-1.106134,0.239924,-0.447081,0.232829,0.967137,0.235609,0.618166,-0.168145,0.398216,-0.617225,0.535119,0.320993,0.516596,0.006161,-0.21295,0.043703,-0.407463,0.060555,-0.229272,-0.23415,0.100846,0.060759,0.096849,0.095384,Tuning
36_segment,4.364734,-0.873303,2.016388,-2.493349,-2.225027,0.028205,0.13961,2.30439,0.67804,-0.599478,-0.477911,0.471707,1.092335,0.282384,1.425732,-1.090406,0.117186,-0.714618,1.068304,0.29387,0.024535,-0.241695,0.582487,0.348801,0.305581,-0.202307,0.116632,0.419734,-0.010056,-0.045813,0.104244,0.152276,0.244319,-0.330115,-0.187332,0.096358,0.123763,-0.172468,-0.146723,-0.162374,Defaults
40734_satellite_image_v2,3.069474,0.443364,3.520129,-0.925872,-2.949213,-0.094439,-0.193128,1.441065,0.604847,-0.42735,-1.410105,0.09486,-0.416669,0.358801,1.581548,-0.387253,0.122992,0.421786,0.760201,-0.95124,-0.821705,-0.181832,-0.327269,0.934841,1.222962,0.039542,0.876244,-0.82892,-0.085975,-0.778918,-1.047785,-0.637656,0.012082,0.33797,-0.1726,-0.240982,-0.098558,-0.358817,0.199977,-0.449817,Defaults
54_vehicle,3.764561,0.755942,0.123338,-0.586212,-0.381258,1.556417,-0.398859,1.134441,-0.28059,-0.607978,-1.037398,-0.522391,-0.10696,-0.705361,0.623213,-0.17174,0.74203,0.705758,0.214871,-1.040404,-0.569718,0.029385,-0.673491,-0.499391,0.15363,0.38063,-0.272374,0.312813,0.179195,0.387068,0.509967,-0.718973,-0.183965,-0.959911,0.050761,0.034099,-0.333489,-0.235971,-0.476523,0.034464,Defaults
1504_steel-plates-fault,-2.042311,-1.353298,-0.015514,-3.064053,-1.071537,-0.449154,-0.429981,2.813793,1.029671,1.166247,-0.413653,0.421437,1.665384,-0.933295,-3.25517,0.23838,-2.707415,0.219718,0.579158,0.877183,-1.048434,-2.15014,-1.051706,0.678432,-1.201573,1.872256,-0.444834,-0.106445,-0.008932,-0.306739,0.556192,-0.307513,0.901459,-0.396858,0.608169,-0.151163,-0.408236,0.131027,-0.57482,0.194076,Defaults
48_tae,2.462243,1.24422,-2.039955,2.075091,0.527873,1.748719,-0.129071,-0.117942,-1.344852,-0.264912,0.382459,-0.612056,0.160525,-0.273011,-0.138843,0.204534,0.254567,0.097801,0.002548,-0.177468,0.365752,-0.213073,0.507841,0.485432,-1.572278,0.211652,-0.491059,0.683977,1.005661,0.691135,-0.383555,0.187468,0.557583,0.027716,-0.07537,-0.325987,0.288343,-0.259136,0.491601,0.194699,Defaults
40499_texture,5.767919,-0.192056,3.884435,-2.299324,-3.130057,-0.207214,0.487463,1.412249,1.059985,-0.833252,-1.161373,0.646046,0.604271,0.530372,2.225089,-0.587843,-0.348064,-0.031393,1.204428,-1.595845,-0.792991,-0.293201,0.09295,1.509013,0.149217,-0.179254,0.673664,-0.072335,0.19132,-0.195265,0.200527,-0.440774,0.356245,-0.044367,-0.268753,0.156696,0.300513,-0.552603,0.005484,-0.591852,Defaults
1506_thoracic-surgery,-4.657877,-5.148215,-0.609816,1.575601,3.612795,0.014841,0.188143,-2.433832,0.527208,-1.494717,1.762828,-1.900034,0.950438,-0.083684,0.97319,-3.536333,-1.895214,1.96974,1.506428,1.698965,-0.470739,0.265831,0.092434,-0.398604,-0.899631,-0.696646,0.421145,-0.355283,-0.205032,-0.389795,-0.099322,-0.186041,0.333707,-0.041372,-0.099551,0.042374,0.494446,-0.12181,-0.149632,-0.029376,Tuning
40474_thyroid-allbp,-0.229557,-1.078968,-0.322376,-0.162559,2.914672,-2.395148,-1.74852,-0.186446,-0.746793,-1.829141,-0.685038,-2.393962,1.576495,0.424458,-1.063809,-0.25022,0.993228,-1.455814,0.251525,0.959679,-0.16811,0.261252,0.116007,-0.083756,-0.338468,0.488349,0.552897,0.02694,0.145785,0.585309,-0.370034,-0.384735,-0.939651,-0.058562,0.448495,-0.495201,-0.104117,-0.428259,0.247619,-0.16857,Defaults
40475_thyroid-allhyper,-0.229557,-1.078968,-0.322376,-0.162559,2.914672,-2.395148,-1.74852,-0.186446,-0.746793,-1.829141,-0.685038,-2.393962,1.576495,0.424458,-1.063809,-0.25022,0.993228,-1.455814,0.251525,0.959679,-0.16811,0.261252,0.116007,-0.083756,-0.338468,0.488349,0.552897,0.02694,0.145785,0.585309,-0.370034,-0.384735,-0.939651,-0.058562,0.448495,-0.495201,-0.104117,-0.428259,0.247619,-0.16857,Defaults
1508_user-knowledge,2.69129,1.529625,0.333482,1.289485,-2.317581,1.007504,0.774808,0.071886,0.094476,0.304026,-0.464498,-0.881561,-0.674419,0.20639,0.295734,-0.516068,-0.323899,-1.456938,-0.544255,1.445725,0.905383,0.307362,0.505532,-0.950462,1.549231,-0.376402,-0.264678,0.032496,0.579333,-0.086178,1.075452,-0.659094,-0.125801,0.654619,0.510701,0.42344,0.068486,0.130336,-0.254733,0.538073,Defaults
1523_vertebra-column,0.58102,-1.382888,-0.917534,0.164301,-1.108037,2.02974,0.189596,1.24677,-0.009087,-0.482106,-0.01152,0.556039,-0.594069,-0.131075,0.412189,-0.905323,1.504261,-0.505864,0.43548,0.409869,0.916349,0.806524,0.017842,-0.828876,0.564769,0.136526,-0.075611,-0.586265,-0.471342,0.314713,0.564165,0.110862,-0.176769,-0.3926,0.235326,0.314687,0.026158,0.394774,0.216213,0.005096,Defaults
187_wine,1.122242,-1.949218,-0.806323,-0.622957,-2.518375,1.952757,0.339019,0.343308,-0.162303,0.025277,-0.656897,-1.122115,-0.983699,-0.051587,1.199487,0.08292,0.473682,-0.46119,-0.302494,-0.205998,-0.135297,0.71205,1.519791,-0.679174,-1.029033,-0.039381,-0.969285,0.695474,-0.356759,0.023412,0.340305,-0.430801,-0.281424,0.069973,-0.546833,-0.160483,-0.073529,-0.04997,0.274048,-0.34047,Defaults
40733_yeast_v7,1.889209,-1.046143,-0.132478,-0.860234,2.081617,1.1457,-0.879326,1.992469,-0.912344,-1.638996,-0.014975,-0.437404,0.641119,-0.69567,-0.664859,-1.053087,0.388087,-1.347886,0.915801,0.993808,1.288214,0.602142,0.023898,0.106039,0.565261,0.749643,-0.346587,-0.013957,-0.542772,0.119456,0.2114,0.134258,0.096228,0.105281,-0.303681,0.064648,-0.184197,0.265156,-0.434417,0.266445,Tuning
